时间,开盘,最高,最低,收盘,成交量,持仓量,涨跌,涨跌幅,成交额,MA5,MA10,MA20,MA60,EMA20,ATR14,RSI14,MACD,MACD_SIGNAL,MACD_HIST,BOLL_UP,BOLL_LOW,BOLL_MID,BOLL_WIDTH,KDJ_K,KDJ_D,KDJ_J,WILLIAMS_R14,CCI20,STOCH_RSI,VOL_MA20,OBV,OI_MA20,OI_CHANGE,OI_CHANGE_PCT
2024-10-15,6452,6486,6320,6320,60819,19740,,,,6450.4,6400.2,6221.5,6251.076923076923,6339.996589944818,161.0,65.6195462478185,25.117079139046837,-14.056078137826555,39.17315727687339,6650.463745247594,5792.536254752406,6221.5,857.9274904951872,49.02675182639483,59.15210520893588,28.776045061312715,-54.585152838427945,34.08225373241085,80.14450092993805,153316.55,954963,38450.05,315.0,1.6216216216216273
2024-10-16,6316,6372,6270,6306,48803,19629,,,,6410.8,6412.6,6232.3,6253.111111111111,6336.758819473883,155.14285714285714,61.06870229007633,18.388682773340406,-7.567125955593163,25.95580872893357,6658.189088601098,5806.4109113989025,6232.3,851.7781772021954,39.577505332822895,52.62723858356489,13.478038831338907,-60.7565011820331,18.066800628596535,71.13795937511195,148446.5,906160,36917.55,-111.0,-0.5623100303951412
2024-10-17,6298,6328,6188,6190,48997,21492,,,,6359.2,6413.2,6246.1,6250.857142857143,6322.781789047798,159.57142857142858,54.82758620689655,3.6540282671794557,-5.3228951110386395,8.976923378218096,6645.63335938712,5846.56664061288,6246.1,799.0667187742401,26.49048878728278,43.91498865147086,-8.358510941093371,-74.46808510638297,-3.9739464855938684,58.78621278181844,142469.3,857163,35328.0,1863.0,9.491059147180202
2024-10-18,6218,6300,6190,6260,45148,18348,,,,6309.6,6409.8,6259.0,6251.172413793103,6316.802571043246,160.85714285714286,61.391304347826086,-2.347812480009452,-4.727878584832802,2.3800661048233502,6641.652240085048,5876.347759914952,6259.0,765.3044801700962,21.4577942126189,36.429257171853536,-8.485131705850364,-66.19385342789599,-3.0850688700661566,58.72016693474764,119653.05,902311,33092.7,-3144.0,-14.628699050809601
2024-10-21,6244,6244,6168,6218,37226,18624,,,,6258.8,6380.0,6267.5,6250.066666666667,6307.39280237246,152.28571428571428,52.35294117647059,-10.373781014358428,-5.857059070737928,-4.5167219436205,6637.769603056163,5897.230396943837,6267.5,740.5392061123257,18.37023679215244,30.409583711953168,-5.708457047449016,-87.2463768115942,-16.529803327906677,32.35870191384495,103489.95,865085,30955.85,276.0,1.504251144538915
2024-10-22,6236,6324,6222,6284,38686,17423,,,,6251.6,6351.0,6277.1,6251.1612903225805,6305.164916432226,144.85714285714286,54.74860335195531,-11.278756008344317,-6.941398458259206,-4.337357550085111,6638.049566385228,5916.150433614773,6277.1,721.8991327704553,21.817781623811197,27.54564968257251,10.362045506288567,-77.68115942028986,-1.4805820876991158,31.74128402632254,92494.0,903771,29337.75,-1201.0,-6.4486683848797295
2024-10-23,6324,6362,6272,6304,33319,17426,,,,6251.2,6331.0,6294.2,6252.8125,6305.05397201011,142.14285714285714,55.494505494505496,-10.263807573336635,-7.605880281274693,-2.6579272920619417,6623.294195442101,5965.105804557898,6294.2,658.1883908842028,25.766309861418684,26.95253640885457,23.393856766546918,-79.14110429447852,4.44619721988282,13.483552671258499,87271.3,937090,27571.65,3.0,0.017218619066761143
2024-10-24,6272,6318,6236,6284,21502,17277,,,,6270.0,6314.6,6304.7,6253.757575757576,6303.048831818671,138.0,49.50099800399202,-10.947095180402357,-8.274123261100227,-2.67297191930213,6617.194277842347,5992.205722157652,6304.7,624.9885556846948,26.74849700332203,26.884523273677054,26.47644446261198,-82.20858895705521,-9.578978459478623,0.0,78057.9,915588,25936.7,-149.0,-0.8550441868472425
2024-10-25,6280,6336,6234,6284,30113,16677,,,,6274.8,6292.2,6315.0,6254.64705882353,6301.234657359751,124.0,35.128205128205124,-11.357681252257862,-8.890834859331754,-2.466846392926108,6609.0690932059115,6020.9309067940885,6315.0,588.138186411823,29.991660476009237,27.920235674454446,34.134510079118826,-82.20858895705521,-11.897620627223725,0.0,73461.95,915588,24313.05,-600.0,-3.4728251432540325
2024-10-28,6304,6326,6150,6270,32182,16383,,,,6285.2,6272.0,6328.6,6255.085714285714,6298.259928087393,114.85714285714286,29.347826086956516,-12.666742348415028,-9.646016357148408,-3.0207259912666196,6583.48936712559,6073.71063287441,6328.6,509.77873425118014,38.01245833535751,31.284309894755467,51.46875521656159,-71.96261682242991,-31.013527407214575,0.0,69212.0,883406,22655.6,-294.0,-1.7629069976614509
2024-10-29,6240,6264,6138,6160,33086,18499,,,,6260.4,6256.0,6328.1,6252.444444444444,6285.0923158885935,116.85714285714286,27.835051546391753,-22.322938451120535,-12.181400775942834,-10.141537675177702,6584.335007263582,6071.864992736419,6328.1,512.4700145271636,28.61544841404786,30.394689401186263,25.05696643977106,-94.93087557603687,-57.67302440239426,0.0,63811.3,850320,21358.5,2116.0,12.915827382042355
2024-10-30,6202,6210,6140,6178,20231,18113,,,,6235.2,6243.2,6327.9,6250.4324324324325,6274.893047708727,112.85714285714286,31.707317073170742,-28.198044361204666,-15.384729492995202,-12.813314868209464,6584.620942085492,6071.179057914507,6327.9,513.4418841709848,25.029346561746195,28.606241788039576,17.875556109159433,-90.78341013824885,-59.16246802910044,9.114865458378496,57137.4,870551,20548.65,-386.0,-2.086599275636525
2024-10-31,6196,6228,6160,6208,15416,17285,,,,6220.0,6245.0,6329.1,6249.315789473684,6268.522281260277,111.57142857142857,28.813559322033896,-30.086539939063186,-18.3250915822088,-11.761448356854387,6583.1997731932115,6075.000226806789,6329.1,508.1995463864223,27.102897707830795,28.10512709463665,25.09843893421909,-83.87096774193549,-50.92139049187765,2.5045719260660992,51811.3,885967,19790.1,-828.0,-4.571302379506436
2024-11-01,6214,6296,6198,6240,21090,16576,,,,6211.2,6243.0,6326.4,6249.076923076923,6265.8058735212035,109.57142857142857,33.522727272727266,-28.670557386797554,-20.39418474312655,-8.276372643671003,6583.203344788841,6069.596655211159,6326.4,513.6066895776821,33.24716990045862,29.819141363243972,40.10322697488792,-70.6896551724138,-33.09253167883797,15.05293579093634,48113.6,907057,19261.85,-709.0,-4.101822389354936
2024-11-04,6250,6260,6192,6234,13776,15926,,,,6204.0,6244.6,6312.3,6248.7,6262.77674270966,102.57142857142857,42.29390681003584,-27.713071827195563,-21.857962159940357,-5.855109667255206,6555.8985480900465,6068.701451909954,6312.3,487.19709618009256,36.45049421935337,32.02959231528044,45.292298027499214,-58.97435897435897,-35.272714828171964,43.08840843822126,43429.85,893281,19013.6,-650.0,-3.921332046332049
2024-11-05,6244,6292,6232,6246,13290,15704,,,,6221.2,6240.8,6295.9,6248.634146341464,6261.178957689693,99.57142857142857,44.60431654676259,-25.689821638594367,-22.62433405567116,-3.0654875829232076,6507.358991918428,6084.441008081571,6295.9,422.91798383685637,42.48214766138709,35.51377743064932,56.418888122862626,-51.785714285714285,-21.06419805114556,49.973592401992065,39962.35,906571,18790.8,-222.0,-1.3939470048976554
2024-11-06,6262,6286,6130,6160,20730,16853,,,,6217.6,6226.4,6278.7,6246.523809523809,6251.542866481151,100.71428571428571,47.148288973384034,-30.672291472156758,-24.23392553896828,-6.438365933188479,6474.2516892228105,6083.148310777189,6278.7,391.1033784456213,33.1758007062969,34.73445185586518,30.05849840716033,-87.06896551724138,-48.19795715997462,57.55480965433289,36479.85,885841,18472.9,1149.0,7.316607233825767
2024-11-07,6160,6276,6122,6262,20142,16540,,,,6228.4,6224.2,6269.4,6246.883720930233,6252.538783959137,103.85714285714286,50.179211469534046,-26.089642008740157,-24.605068832922658,-1.4845731758174985,6448.00795055092,6090.792049449079,6269.4,357.21590110184115,44.993017464328645,38.153973725353005,58.67110494227991,-41.666666666666664,-30.051643410900855,80.78308402276346,33784.35,905983,18061.45,-313.0,-1.8572361003975524
2024-11-08,6250,6330,6224,6292,24048,16456,,,,6238.8,6225.0,6258.6,6247.909090909091,6256.296995010648,104.85714285714286,56.77655677655677,-19.808766879182258,-23.64580844217458,3.8370415629923222,6398.3567812119945,6118.843218788006,6258.6,279.51356242398833,57.23893471980884,44.515627390171616,82.68554937908328,-29.166666666666668,12.481654430861793,100.0,31940.1,930031,17719.8,-84.0,-0.5078597339782331
2024-11-11,6266,6284,6162,6236,19364,15224,,,,6239.2,6221.6,6246.8,6247.644444444444,6254.363947866777,106.57142857142857,45.522388059701484,-19.12934885027971,-22.742516523795608,3.613167673515896,6344.0930462166025,6149.506953783398,6246.8,194.5860924332046,56.42852058243666,48.4865917875933,72.3123781721234,-52.5,-22.8997324510421,61.11408640513507,29898.4,910667,17509.75,-1232.0,-7.486631016042777
2024-11-12,6186,6216,6172,6192,11161,15690,,,,6228.4,6224.8,6240.4,6246.434782608696,6248.4245242604175,104.71428571428571,39.99999999999999,-21.88901451025322,-22.57181612108713,0.6828016108339128,6334.195746733334,6146.604253266665,6240.4,187.5914934666689,48.83696243957316,48.60338200491992,49.30412330887964,-67.28971962616822,-57.33370117222527,42.03288100208767,27415.5,899506,17307.25,466.0,3.0609563846557997
2024-11-13,6202,6230,6184,6214,10325,15485,,,,6239.2,6228.4,6235.8,6245.744680851064,6245.145998140378,102.14285714285714,43.77224199288257,-22.046712511540136,-22.466795399177734,0.42008288763759793,6324.958876524767,6146.641123475233,6235.8,178.31775304953408,47.30156470330519,48.16944290438168,45.5658083011522,-57.00934579439252,-34.52018760299108,55.066902428695656,25491.6,909831,17100.05,-205.0,-1.306564690885914
2024-11-14,6230,6230,6160,6164,12889,16064,,,,6219.6,6224.0,6234.5,6244.041666666667,6237.417807841294,99.85714285714286,40.196078431372555,-25.907624478228172,-23.15496121498782,-2.7526632632403505,6327.160103263718,6141.839896736282,6234.5,185.3202065274363,38.26514569963936,44.86801050280091,25.059416093316273,-79.8076923076923,-60.87047559803644,42.71038008105124,23686.2,896942,16828.65,579.0,3.7391023571197834
2024-11-15,6184,6220,6118,6118,16160,16618,,,,6184.8,6211.8,6227.4,6241.469387755102,6226.044683284981,94.57142857142857,38.19875776397516,-32.30682759197862,-24.98533449038598,-7.321493101592637,6332.7283587544,6122.0716412455995,6227.4,210.65671750880028,25.51009713309291,38.41537271289824,-0.3004540265177553,-100.0,-87.65006204505197,35.80914722701282,22236.8,880782,16742.15,554.0,3.4487051792828627
2024-11-18,6140,6164,6090,6144,13536,16554,,,,6166.4,6202.8,6223.7,6239.52,6218.2309039245065,90.42857142857143,48.57142857142856,-34.87820521566391,-26.96390863544157,-7.9142965802223415,6335.423530952176,6111.976469047823,6223.7,223.44706190435318,24.50673142206194,33.77915894928614,5.961876367613542,-77.5,-94.81167119809236,70.65719360568383,21052.3,894318,16638.65,-64.0,-0.3851245637260803
2024-11-19,6148,6200,6122,6178,12776,15924,,,,6163.6,6196.0,6218.4,6238.313725490196,6214.39938926503,91.0,50.0,-33.78309417763103,-28.32774574387946,-5.455348433751567,6328.118107702857,6108.681892297142,6218.4,219.4362154057144,28.560043170263512,32.03945368961193,21.601222131566672,-63.333333333333336,-53.977993058465664,75.76598579040855,19756.8,907094,16563.7,-630.0,-3.805726712577018
2024-11-20,6168,6224,6142,6216,10832,15629,,,,6164.0,6201.6,6214.0,6237.884615384615,6214.551828382646,92.0,50.68493150684931,-29.508769641536674,-28.563950523410906,-0.9448191181257677,6316.054680905571,6111.945319094429,6214.0,204.10936181114266,36.540028780175675,33.53964538646651,42.540795567594,-47.5,-21.88903318077348,73.80377598148179,18632.45,917926,16473.85,-295.0,-1.852549610650589
2024-11-21,6248,6262,6186,6216,10800,15502,,,,6174.4,6197.0,6210.6,6237.471698113208,6214.689749489061,90.42857142857143,47.826086956521735,-25.823657601672494,-28.015891939063224,2.1922343373907296,6307.221671318718,6113.978328681283,6210.6,193.2433426374355,46.009503722866256,37.69626483193309,62.63598150473257,-47.5,13.98052983163743,51.82168881268752,18097.35,917926,16385.1,-127.0,-0.8125919764540246
2024-11-22,6238,6260,6200,6208,9129,15072,,,,6192.4,6188.6,6206.8,6236.925925925926,6214.052630490103,89.85714285714286,47.65342960288809,-23.280351500906363,-27.068783851431853,3.7884323505254898,6297.033848241236,6116.566151758764,6206.8,180.4676964824721,53.54121953617441,42.97791640001353,74.66782580849616,-50.833333333333336,21.503275330051412,50.8923141676248,17048.15,908797,16304.85,-430.0,-2.773835634111732
2024-11-25,6182,6260,6152,6184,14538,15428,,,,6200.4,6183.4,6202.5,6235.963636363636,6211.1904752053315,93.28571428571429,44.52296819787986,-22.93695952451162,-26.24241898604781,3.305459461536188,6288.132015655738,6116.867984344262,6202.5,171.26403131147526,53.911200621015496,46.622344473680855,68.48891291568478,-60.833333333333336,-8.175898740370148,34.04176366437005,16165.95,894259,16257.1,356.0,2.3619957537154956
2024-11-26,6194,6200,6130,6146,10273,16070,,,,6194.0,6178.8,6201.8,6234.357142857143,6204.981858519109,87.14285714285714,48.648648648648646,-25.437869405974197,-26.08150907003309,0.6436396640588917,6289.107321692136,6114.4926783078645,6201.8,174.6146433842714,46.793513592304905,46.67940084655554,47.021739083803624,-76.66666666666667,-60.6362782485416,56.24934836250739,15025.3,883986,16135.65,642.0,4.16126523204563
2024-11-27,6140,6172,6132,6164,7207,16403,,,,6183.6,6173.8,6201.1,6233.122807017544,6201.078824374432,79.0,38.70967741935484,-25.671484049216815,-25.999504065869836,0.3280200166530207,6289.429288222515,6112.770711777485,6201.1,176.65857644503012,45.5367609995211,46.29852089754406,44.013241203475175,-69.16666666666667,-61.18147054830603,2.7501624656056727,14374.1,891193,16050.15,333.0,2.0721841941505836
2024-11-28,6186,6186,6116,6124,8910,17230,,,,6165.2,6169.8,6196.9,6231.241379310345,6193.73798395782,76.42857142857143,31.08108108108108,-28.752846130969374,-26.550172478889746,-2.2026736520796284,6291.605971578528,6102.194028421472,6196.9,189.41194315705616,36.946987953169106,43.18134324941907,24.478277360669182,-82.47422680412372,-71.59991980360846,0.0,14048.8,882283,16047.4,827.0,5.041760653538985
2024-11-29,6124,6170,6102,6164,9196,16300,,,,6156.4,6174.4,6193.1,6230.1016949152545,6190.905795009457,72.0,41.58878504672897,-27.648467749082556,-26.769831532928308,-0.8786362161542485,6286.615886632342,6099.584113367659,6193.1,187.03177326468358,37.5479919687794,41.30355948920585,30.036856927926493,-56.97674418604651,-60.86915527024964,53.60020474261561,13454.1,891479,16033.6,-930.0,-5.3975623911781785
2024-12-02,6158,6210,6126,6198,8961,16153,,,,6159.2,6179.8,6191.3,6229.566666666667,6191.581433579984,73.42857142857143,50.717703349282296,-23.755881065279027,-26.167041439398453,2.411160374119426,6282.866714246478,6099.733285753522,6191.3,183.13342849295623,45.03199464585293,42.54637120808821,50.00324152138238,-37.2093023255814,-17.324229450173803,100.0,13213.35,900440,16044.95,-147.0,-0.9018404907975452
2024-12-03,6198,6214,6166,6184,6183,16045,,,,6166.8,6180.4,6188.2,6222.633333333333,6190.859392286652,73.57142857142857,46.34146341463415,-21.552220488905732,-25.24407724929991,3.6918567603941774,6276.093715720519,6100.306284279481,6188.2,175.78743144103828,47.10466309723529,44.0658018378039,53.18238561609806,-45.348837209302324,-0.320902528364136,77.71388645727092,12858.0,894257,16062.0,-108.0,-0.668606450814091
2024-12-04,6186,6216,6168,6182,7985,15895,,,,6170.4,6177.0,6189.3,6219.4,6190.015640640304,72.0,52.486187845303874,-19.739640601560495,-24.14318991975203,4.4035493181915335,6276.253345022074,6102.346654977926,6189.3,173.9066900441485,48.28074586229188,45.47078317929989,53.90067122827584,-46.51162790697674,0.8254171703729143,99.99999999999999,12220.75,886272,16014.1,-150.0,-0.9348706762231207
2024-12-05,6176,6198,6104,6118,12688,16784,,,,6169.2,6167.2,6182.1,6214.933333333333,6183.157008198371,71.42857142857143,50.0,-23.199988090374063,-23.954549553876436,0.7545614635023732,6267.5410230571615,6096.658976942839,6182.1,170.8820461143223,35.56269133435493,42.16808589765157,22.351902207761654,-83.72093023255815,-59.482988934131775,88.38507150331354,11848.05,873584,16026.3,889.0,5.592953759043717
2024-12-06,6120,6130,6062,6100,13859,17214,,,,6156.4,6156.4,6172.5,6211.766666666666,6175.23729313186,71.0,44.08602150537634,-27.082596657503927,-24.580158974601936,-2.5024376829019914,6248.581673566197,6096.418326433803,6172.5,152.16334713239485,31.93356911467818,38.756580303327105,18.287546737380325,-81.0,-113.1191444059934,60.75625114859107,11338.6,859725,16064.2,430.0,2.5619637750238233
2024-12-09,6084,6098,6052,6074,11023,18387,,,,6131.6,6145.4,6164.4,6209.233333333334,6165.595646166921,68.85714285714286,35.71428571428572,-31.88996694049729,-26.04212056778101,-5.84784637271628,6246.289270552258,6082.510729447741,6164.4,163.778541104517,25.760590791899276,34.42458379951783,8.43260477666216,-89.52380952380952,-119.65404918810783,21.64532363346458,10921.55,848702,16222.35,1173.0,6.814220982920882
2024-12-10,6100,6176,6088,6122,15810,16513,,,,6119.2,6143.0,6160.9,6207.6,6161.44367986531,70.28571428571429,37.43315508021391,-31.46394688369128,-27.126485830963063,-4.337461052728216,6243.7998127101055,6078.000187289894,6160.9,165.79962542021167,31.401369471022278,33.416845690019315,27.370417033028204,-66.66666666666667,-45.17720406736258,29.67550720069238,11154.0,864512,16263.5,-1874.0,-10.191983466579646
2024-12-11,6126,6170,6120,6160,5738,16217,,,,6114.8,6142.6,6158.2,6208.766666666666,6161.306186544804,68.42857142857143,43.20388349514563,-27.74026795732061,-27.249242256234574,-0.4910257010860377,6237.245889403442,6079.154110596558,6158.2,158.09177880688367,42.88546582620997,36.573052402082865,55.51029267446418,-48.07692307692308,-14.600536256192017,56.635094361346546,10924.65,870250,16300.1,-296.0,-1.792527099860719
2024-12-12,6192,6204,6158,6176,10575,16196,,,,6126.4,6147.8,6158.8,6213.133333333333,6162.705597350061,67.42857142857143,46.1904761904762,-23.230374006946477,-26.445468606376956,3.215094599430479,6238.212580204518,6079.387419795482,6158.8,158.82516040903647,53.793562583326974,42.31322246249756,76.7542428249858,-40.38461538461539,24.792039473227614,70.58780540468717,10808.95,880825,16306.7,-21.0,-0.12949374113584433
2024-12-13,6192,6214,6172,6184,9600,16366,,,,6143.2,6149.8,6162.1,6216.166666666667,6164.733635697674,62.714285714285715,50.0,-18.794071065690332,-24.915189098239633,6.121118032549301,6239.841542102169,6084.358457897832,6162.1,155.4830842043375,62.69164334823424,49.10602942440978,89.86287119588314,-19.51219512195122,36.00353779680621,88.38507150331354,10480.95,890425,16294.1,170.0,1.049641886885655
2024-12-16,6198,6310,6172,6298,19261,17465,,,,6188.0,6159.8,6169.8,6220.333333333333,6177.425670393133,67.57142857142857,65.83333333333334,-6.0101406009944185,-21.13417939879059,15.124038797796171,6267.847464338248,6071.7525356617525,6169.8,196.09492867649533,73.57737463525693,57.26314449469216,106.20583491638645,-4.651162790697675,105.68684297340863,100.0,10767.2,909686,16339.65,1099.0,6.715141146278869
2024-12-17,6304,6308,6268,6290,9747,17617,,,,6221.6,6170.4,6175.4,6223.633333333333,6188.147035117597,67.57142857142857,63.40425531914893,3.4360743283359625,-16.22012865336528,19.65620298170124,6287.242746747395,6063.557253252604,6175.4,223.68549349479144,79.80093709533924,64.77574202824118,109.85132722953534,-7.751937984496124,112.05983509297093,93.01030046469295,10615.75,899939,16424.3,152.0,0.8703120526767805
2024-12-18,6282,6290,6250,6264,12098,17163,,,,6242.4,6178.6,6177.8,6228.666666666667,6195.371127011159,65.42857142857143,65.35087719298245,8.72372335469754,-11.231358251752717,19.955081606450257,6295.231458172089,6060.368541827911,6177.8,234.8629163441783,80.59080560877914,70.04742988842051,101.67755704949639,-17.829457364341085,81.58178991193175,98.39816933638438,10679.05,887841,16501.0,-454.0,-2.5770562524834006
2024-12-19,6282,6282,6204,6212,13757,16954,,,,6249.6,6188.0,6177.6,6230.966666666666,6196.954829200573,66.14285714285714,55.12820512820513,8.618904519456919,-7.26130569751079,15.880210216967708,6294.770860397617,6060.429139602384,6177.6,234.3417207952334,74.39903836450908,71.4979660471167,80.20118299929385,-37.98449612403101,48.28825585003409,64.45728184858618,10826.9,874084,16573.6,-209.0,-1.2177358270698546
2024-12-20,6214,6242,6166,6186,13525,16592,,,,6250.0,6196.6,6176.5,6232.766666666666,6195.911512133852,65.57142857142857,48.69565217391305,6.36448629219467,-4.5361472995696985,10.900633591764368,6292.879596692538,6060.120403307462,6176.5,232.7591933850763,64.31407362438743,69.10333523954029,54.73555039408171,-48.06201550387597,18.2459234937768,43.100189035916806,11046.7,860559,16649.6,-362.0,-2.135189335849952
2024-12-23,6182,6232,6154,6226,9964,16273,,,,6235.6,6211.8,6178.6,6236.566666666667,6198.777082406818,67.71428571428571,54.320987654320994,7.716557637876576,-2.0856063120804436,9.80216394995702,6297.046790185574,6060.153209814427,6178.6,236.89358037114653,61.47254031099513,66.55973693002524,51.29814707293491,-32.55813953488372,23.460330032105812,61.777192211974814,10818.0,870523,16691.85,-319.0,-1.9226133076181262
2024-12-24,6212,6232,6176,6208,9005,16006,,,,6219.2,6220.4,6181.7,6237.2,6199.6554555109315,68.28571428571429,52.58964143426295,7.25203738007167,-0.2180775736500209,7.470114953721691,6299.7991554852015,6063.600844514798,6181.7,236.19831097040333,52.520155079124955,61.87987631305848,33.80071261125791,-39.53488372093023,22.498784891326213,56.02884903075443,10754.6,861518,16688.65,-267.0,-1.6407546242241722
2024-12-25,6212,6232,6190,6204,7033,15717,,,,6207.2,6224.8,6183.7,6237.566666666667,6200.069221652748,64.57142857142857,59.72850678733032,6.486364387432332,1.1228108185664496,5.363553568865882,6301.891815550654,6065.508184449345,6183.7,236.38363110130922,45.69719740317732,56.48565000976476,24.120292190002445,-41.08527131782946,23.132916211270008,79.73101067730221,10745.9,854485,16654.35,-289.0,-1.8055729101586926
2024-12-26,6200,6208,6134,6140,10591,16339,,,,6192.8,6221.2,6184.5,6236.833333333333,6194.348343400105,65.0,54.09836065573771,0.7071463517468146,1.0396779252025228,-0.33253157345570816,6301.197539774734,6067.802460225266,6184.5,233.39507954946748,31.60116190514852,48.19082064155935,-1.5781555676731358,-65.89147286821705,-21.843504987057578,61.038035378733866,10829.95,843894,16609.8,622.0,3.957498250302227
2024-12-27,6150,6170,6098,6106,10238,17811,,,,6176.8,6213.4,6181.6,6233.7,6185.934215457237,66.71428571428571,53.2258064516129,-6.541040386772693,-0.4764657371925203,-6.064574649580172,6303.221327769529,6059.978672230472,6181.6,243.24265553905752,22.337282539940283,39.57297460768633,-12.134101595551797,-91.89189189189189,-53.205901216559006,55.60757834209842,10882.05,833656,16685.35,1472.0,9.00911928514596
2024-12-30,6120,6156,6110,6130,6992,18218,,,,6157.6,6196.6,6178.2,6227.266666666666,6180.607147318453,63.0,50.847457627118644,-10.230747485194115,-2.4273220867928393,-7.803425398401275,6301.678700485898,6054.721299514102,6178.2,246.95740097179623,20.447077248849077,33.19767548807391,-5.054119229600595,-84.90566037735849,-43.5270074681245,33.7771098574138,10783.6,840648,16788.6,407.0,2.285104710572128
2024-12-31,6126,6178,6116,6160,9016,18012,,,,6148.0,6183.6,6177.0,6220.366666666667,6178.644561859553,63.857142857142854,50.0,-10.611791536832243,-4.06421597680072,-6.547575560031523,6300.707634959894,6053.292365040106,6177.0,247.41526991978753,24.863268890537064,30.41953995556163,13.750726760487943,-70.75471698113208,-24.556689267128288,19.393939393939355,10925.25,849664,16886.95,-206.0,-1.1307498078823142
2025-01-02,6162,6240,6158,6238,11769,17073,,,,6154.8,6181.0,6179.8,6215.933333333333,6184.297460730071,66.42857142857143,55.893536121673,-4.567176004219618,-4.1648079822845,-0.40236802193511867,6306.483359934178,6053.116640065822,6179.8,253.36671986835609,48.98292000109878,36.60733330407402,73.7340933951483,-33.9622641509434,27.783004415466397,42.000337623292744,11114.45,861433,16945.85,-939.0,-5.2131912058627545
2025-01-03,6242,6266,6202,6212,10715,15816,,,,6169.2,6181.0,6184.5,6212.0,6186.935797803398,68.0,52.57352941176471,-1.8533925982792425,-3.702524905483448,1.8491323072042056,6308.475379559185,6060.524620440815,6184.5,247.95075911837012,55.27432761978014,42.82966474264272,80.16365337405497,-46.22641509433962,36.7948386074813,22.62778261410272,11015.8,850718,16897.45,-1257.0,-7.362502196450538
2025-01-06,6218,6280,6172,6174,15778,15615,,,,6182.8,6179.8,6188.2,6206.433333333333,6185.703817060217,65.85714285714286,36.75213675213676,-2.737426766293538,-3.5095052776454665,0.7720785113519284,6305.810597445898,6070.589402554102,6188.2,235.22119489179568,50.76896566593402,45.47609838373982,61.35470023032242,-63.80952380952381,17.267812038786186,0.0,11111.75,834940,16817.5,-201.0,-1.2708649468892275
2025-01-07,6184,6214,6120,6134,12388,16356,,,,6183.6,6170.6,6191.2,6200.8,6180.779644006863,69.71428571428571,34.400000000000006,-6.589733572957812,-4.125550936707936,-2.464182636249876,6299.214813798858,6083.185186201142,6191.2,216.02962759771617,40.439383704029275,43.79719349050297,33.72376413108189,-81.25,-40.78485890309997,0.0,11180.0,822552,16715.95,741.0,4.74543707973103
2025-01-08,6134,6156,6116,6138,11266,16683,,,,6179.2,6163.6,6192.0,6197.766666666666,6176.705392196685,69.71428571428571,36.82008368200836,-9.213737668515932,-5.143188283069535,-4.070549385446397,6298.076437187143,6085.923562812857,6192.0,212.1528743742856,34.285596462026845,40.626661147677595,21.603467090725346,-78.26086956521739,-62.560878254036666,9.554782294623521,10952.8,833818,16724.45,327.0,1.9992663242846653
2025-01-09,6156,6264,6154,6258,24229,15958,,,,6183.2,6169.0,6196.9,6196.966666666666,6184.447735797001,73.14285714285714,54.21245421245422,-1.5919319010072286,-4.432937006657074,2.8410051056498453,6305.769598482249,6088.03040151775,6196.9,217.73919696449957,52.161093612047196,44.47147196913413,67.54033689787335,-12.087912087912088,29.50293154521174,78.22195907089434,11877.35,858047,16711.5,-725.0,-4.34574117364982
2025-01-10,6276,6308,6228,6252,21695,15185,,,,6191.2,6180.2,6200.7,6198.0,6190.881284768715,73.42857142857143,56.27376425855513,3.9190775396455138,-2.762534097396556,6.68161163704207,6311.781004108201,6089.6189958917985,6200.7,222.16200821640268,58.67978631375537,49.20757675067455,77.62420543991703,-26.666666666666668,63.20346563541552,86.36025977455846,12433.35,836352,16660.95,-773.0,-4.843965409199146
2025-01-13,6292,6436,6288,6386,25974,16782,,,,6233.6,6208.2,6210.8,6200.1,6209.464019552647,81.0,62.903225806451616,18.88161681605834,1.5662960852944234,17.315320730763915,6348.928239423797,6072.671760576203,6210.8,276.2564788475938,67.24485754250358,55.220003681284226,91.29456526494229,-14.792899408284024,131.28588389000618,100.0,13252.05,862326,16681.75,1597.0,10.51695752387225
2025-01-14,6396,6402,6332,6376,12081,16814,,,,6282.0,6232.8,6214.7,6202.733333333334,6225.324589119062,82.0,63.72549019607843,29.591508080301537,7.1713384842958465,22.420169596005692,6366.884237374523,6062.515762625477,6214.7,304.3684747490461,71.91323836166904,60.7844152414125,94.17088460218213,-17.75147928994083,110.29218692337706,100.0,12893.05,850245,16649.2,32.0,0.1906804910022597
2025-01-15,6366,6422,6364,6398,14023,17668,,,,6334.0,6256.6,6220.1,6204.633333333333,6241.769866345818,83.14285714285714,65.39682539682539,39.40020912117143,13.617112611670965,25.783096509500464,6390.150023599875,6050.049976400126,6220.1,340.1000471997486,77.31715890777936,66.29532979686812,99.36081712960186,-11.242603550295858,109.6992981579329,100.00000000000001,13106.85,864268,16651.75,854.0,5.07910074937552
2025-01-16,6388,6540,6388,6486,19965,17664,,,,6379.6,6281.4,6231.2,6207.666666666667,6265.0298790747875,88.71428571428571,76.45259938837921,53.65602664184007,21.624895417704785,32.03113122413529,6438.268358913571,6024.131641086428,6231.2,414.136717827143,80.63282291965166,71.0744941711293,99.74948041669637,-12.217194570135746,124.40998157883614,99.99999999999999,13500.2,884233,16676.8,-4.0,-0.022639800769752583
