date,value,change,增减
2025-05-12,400,0.0,
2025-05-13,1000,600.0,
2025-05-14,1000,0.0,
2025-05-15,1040,40.0,
2025-05-16,1460,420.0,
2025-05-19,1340,-120.0,
2025-05-20,2113,773.0,
2025-05-21,2093,-20.0,
2025-05-22,2013,-80.0,
2025-05-23,3013,1000.0,
2025-05-26,4884,1871.0,
2025-05-27,5167,283.0,
2025-05-28,5067,-100.0,
2025-05-29,5067,0.0,
2025-05-30,0,-5067.0,
2025-06-17,1200,1200.0,
2025-06-18,3000,1800.0,
2025-06-19,3600,600.0,
2025-06-20,4800,1200.0,
2025-06-23,4800,0.0,
2025-06-24,5800,1000.0,
2025-06-25,7245,1445.0,
2025-06-26,7145,-100.0,
2025-06-27,7245,100.0,
2025-06-30,0,-7245.0,
2025-07-23,600,600.0,
2025-07-24,300,-300.0,
2025-07-25,1500,1200.0,
2025-07-28,1900,400.0,
2025-07-29,1900,0.0,
2025-07-30,1900,0.0,
2025-07-31,0,-1900.0,
2025-08-01,1195,1195.0,
2025-08-04,1195,0.0,
2025-08-05,1195,0.0,
2025-08-06,1067,-128.0,
2025-08-07,673,-394.0,
2025-08-08,746,73.0,
2025-08-11,746,0.0,
2025-08-12,646,-100.0,
2025-08-13,549,-97.0,
2025-08-14,737,188.0,
2025-08-15,737,0.0,
2025-08-18,737,0.0,
2025-08-19,637,-100.0,
2025-08-20,637,0.0,
2025-08-21,688,51.0,
2025-08-22,688,0.0,
2025-08-25,650,-38.0,
2025-08-26,650,0.0,
2025-08-27,650,0.0,
2025-08-28,562,-88.0,
2025-08-29,0,-562.0,
2025-09-01,2500,2500.0,
2025-09-02,2900,400.0,
2025-09-03,3300,400.0,
2025-09-04,3200,-100.0,
2025-09-05,2900,-300.0,
2025-09-08,2627,-273.0,
2025-09-09,2327,-300.0,
2025-09-10,1784,-543.0,
2025-09-11,1944,160.0,
2025-09-12,1781,-163.0,
2025-09-15,1498,-283.0,
2025-09-16,1440,-58.0,
2025-09-17,1783,343.0,
2025-09-18,1486,-297.0,
2025-09-19,1023,-463.0,
2025-09-22,965,-58.0,
2025-09-23,905,-60.0,
2025-09-24,905,0.0,
2025-09-25,402,-503.0,
2025-09-26,185,-217.0,
2025-09-29,0,-185.0,
2025-10-09,800,800.0,
2025-10-10,800,0.0,
2025-10-13,1450,650.0,
2025-10-14,1405,-45.0,
2025-10-15,1325,-80.0,
2025-10-16,1265,-60.0,
2025-10-17,1233,-32.0,
2025-10-20,1133,-100.0,
2025-10-21,1107,-26.0,
2025-10-22,1107,0.0,
2025-10-23,858,-249.0,
2025-10-24,858,0.0,
2025-10-27,750,-108.0,
2025-10-28,750,0.0,
2025-10-29,470,-280.0,
2025-10-30,74,-396.0,
2025-10-31,0,-74.0,
2025-11-05,660,660.0,
2025-11-06,660,0.0,
2025-11-07,1460,800.0,800.0
2025-11-10,1460,0.0,0.0
2025-11-11,1460,0.0,0.0
2025-11-12,2060,600.0,600.0
2025-11-13,2060,0.0,0.0
2025-11-14,1889,-171.0,-171.0
2025-11-17,1789,-100.0,-100.0
2025-11-18,1560,-229.0,-229.0
2025-11-19,1460,-100.0,-100.0
2025-11-20,1660,200.0,200.0
2025-11-21,1660,0.0,0.0
2025-11-24,1560,-100.0,-100.0
2025-11-25,1460,-100.0,-100.0
2025-11-26,200,-1260.0,-1260.0
2025-11-27,100,-100.0,-100.0
2025-11-28,0,-100.0,-100.0
2025-12-03,100,100.0,100.0
2025-12-04,100,0.0,0.0
2025-12-05,100,0.0,0.0
2025-12-08,200,100.0,100.0
2025-12-09,180,-20.0,-20.0
2025-12-10,180,0.0,0.0
2025-12-11,180,0.0,0.0
2025-12-12,100,-80.0,-80.0
2025-12-15,100,0.0,0.0
2025-12-16,700,600.0,600.0
2025-12-17,700,0.0,0.0
2025-12-18,700,0.0,0.0
2025-12-19,700,0.0,0.0
2025-12-22,100,-600.0,-600.0
2025-12-23,600,500.0,500.0
2025-12-24,1700,1100.0,1100.0
2025-12-25,1700,0.0,0.0
2025-12-26,2257,557.0,557.0
2025-12-29,1357,-900.0,-900.0
2025-12-30,757,-600.0,-600.0
2025-12-31,0,-757.0,-757.0
